ID,DOI,Title,Lead_author,Institution,Journal,Published,Motivation,Area,Site,Size,Years_total,Dates,Run_mode,Release_period,Yearly_trends_compared,Release_sites_total,Settlement_sites_total,Release_interval,Generic_species,Multiple_species,Species_scientific_name,Species_common_name,Species_type,Geographical_zone,Model_reuse,Model_name,Model_type,Model_movement,Physical_model,Nested_submodels,Model_resolution_min,Model_spatial_shape,Model_depth,Tidal_model_used,Bathymetry_model_used,Model_integration,Model_time_step,Model_time_step_type,Model_diffusion_scheme,Model_diffusion_direction,Model_diffusion_value,PLD_type,PLD_fixed,PLD_variable,PLD_stdev,Spawning_depth_type,Spawning_depth_value,Spawning_depth_min,Spawning_depth_max,Spawning_initiation,Passive_movement,Diel_vertical_migration,Circatidal_migration,Pynocline_migration,Halocline_migration,Ontogentic_vertical_migration,Vertical_swimming_ability,Horizontal_swimming_ability,Sinking_velocity,Egg_buoyancy,Mortality,Mortality_rate,Mortality_function,Orientation,Orientation_value,Growth,Growth_func,Sensory_ability,Sensory_impl,Sensory_extent,Settlement_competency_window,Settlement_competency_type,Settlement_competency_factor,Settlement_competency_type_start,Settlement_site_type,Settlement_site_size,Particles_spawned_at_individual_type,Particles_spawned_at_individual_site,Particles_spawned_range_min,Particles_spawned_range_max,Particles_spawned_super_individual,Particles_spawned_period,Particles_spawned_total,Replicated_run,Sensitivity_analysis,Statistical_methods_used,Empirically_validated,Dispersal_kernel,Temporal_kernel,Accumulation_kernel,Partial_summation,Minimum_arrival_time,Mean_distance,Median_distance,Distance_travelled_mean,Trajectory_travelled_mean,Distance_travelled_stdev,Distance_travelled_median,Direction_mean,Depth_mean,Distance_travelled_upper_quantile,Distance_travelled_max,Distance_travelled_min,Biophysical_matrix,Travel_time_mean,Isotropy,Positive_area,Seeded_area,Centre_of_mass,Aggregation_index,Mean_length,Connectance,Proportion_sites_settled,Connections_total,Connected_clusters_total,Connected_clusters_largest_size,Cross_shore_connectivity,Dispersion_index,Connectivity_matrix_potential,Connectivity_matrix_realised,Local_retention,Local_retention_mean,Local_retention_max,Self_recruitment,Self_recruitment_mean,Self_recruitment_max,Self_recruitment_values,Settlement_success,Settlement_success_mean,Settlement_success_min,Directional_exchange_rate,Export_probability,Source_sink_indicies,Graph_theory,Survived_%,Comments,,,,
4,10.1086/665992 ,"Changing Seascapes, Stochastic Connectivity, and Marine Metapopulation Dynamics ",Watson JR,Princeton University,The American Naturalist,2012,TH,USA,Southern California Bight,Medium,7,1996-2002,Forecast,All year,Both,135,135,12 hr,FALSE,FALSE,Semicossyphus pulcher,California heephead,Fish,Temperate,TRUE,New,IBM,L,ROMS,FALSE,1,Grid,2000,FALSE,FALSE,"Adams-Bashford, Adams-Moulton",900,Fixed,NA,NA,NA,Fixed,60,NA,NA,Fixed,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,Release Sites,5,NA,NA,NA,NA,FALSE,Varied,50000000,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,TRUE,TRUE,,,,,,
5,10.1111/mec.12031 ,Coalescent and biophysical models of stepping-stone gene flow in neritid snails ,Crandall ED,Boston University Marine Program ,Molecular Ecology,2012,DS,South Pacific,Pacific Ocean,Large,3,"1997, 1999, 2001",Forecast,October-December,Between,584,584,NA,FALSE,FALSE,Nerita,Marine snails,Gastropods,Tropical,FALSE,MGET,Density cloud,E,ROMS,FALSE,12.5,Grid,NA,FALSE,FALSE,NA,NA,Fixed,NA,NA,NA,Fixed,90,NA,NA,Fixed,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,TRUE,0.06,Linear,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,Coral Reef ,NA,Fixed,1000000,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mantel Tests & Correlations,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,FALSE,0.109,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,Calculated SR from matrix in supplementary table,,,,
6,10.1111/j.1466-8238.2010.00637.x ,Connectivity and the development of population genetic structure indo-West Pacific coral reef communities,Kool J,James Cook University,Global Ecology and Biogeography ,2011,DS,Pacific Ocean,15°S to 30°N and 95°E to 140°E ,Large,5,2004-2008,Forecast,30-day intervals,Between,6729,6729,30-day intervals,TRUE,FALSE,NA,Reef fish,Fish,Tropical,FALSE,CMS,IBM,L,HYCOM,FALSE,8,Grid,NA,FALSE,FALSE,RK4,NA,Fixed,Random walk,NA,NA,Fixed,30,NA,NA,Fixed,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,0.2,Linear,FALSE,NA,FALSE,NA,TRUE,Buffer,5,TRUE,Fixed,NA,15,Coral Reef ,10,Fixed,1000,NA,NA,FALSE,30 days,403740000,FALSE,FALSE,"Simpsons concentration index, forward projections using matrix algebra",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,53,,NA,NA,FALSE,FALSE,FALSE,2143,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,TRUE,FALSE,,,,,,
7,10.3354/meps10631 ,Connectivity patterns among coral reef systems in the southern Gulf of Mexico ,Sanvicente-Anorve L,Universidad Nacional Autonoma de Mexico ,Marine Ecology Progress Series,2014,DS,Mexico,Southern Gulf of Mexico,Large,5,2006-2010,Forecast,Daily spawning,Within,7,7,Daily spawning,TRUE,FALSE,NA,Reef fish,Fish,Tropical,TRUE,Marinone 2004,IBM,L,HYCOM (GoM),FALSE,4.4,Grid,30,FALSE,FALSE,RK4,21600,Fixed,Random walk,Horizontal,NA,Fixed,15,NA,NA,Fixed,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,10,TRUE,Fixed,NA,0,Coral Reef ,10,Fixed,100,NA,NA,FALSE,24 hour,1278200,FALSE,FALSE,Mantel Test,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,0.889,0.901,NA,FALSE,NA,NA,FALSE,FALSE,TRUE,FALSE,,Calculated SR from Table 1,,,,
7,10.3354/meps10631 ,Connectivity patterns among coral reef systems in the southern Gulf of Mexico ,Sanvicente-Anorve L,Universidad Nacional Autonoma de Mexico ,Marine Ecology Progress Series,2014,DS,Mexico,Southern Gulf of Mexico,Large,5,2006-2010,Forecast,Daily spawning,Within,7,7,Daily spawning,TRUE,FALSE,NA,Reef fish,Fish,Tropical,TRUE,Marinone 2004,IBM,L,HYCOM (GoM),FALSE,4.4,Grid,30,FALSE,FALSE,RK4,21600,Fixed,Random walk,Horizontal,NA,Fixed,25,NA,NA,Fixed,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,10,TRUE,Fixed,NA,16,Coral Reef ,10,Fixed,100,NA,NA,FALSE,24 hour,1278200,FALSE,FALSE,Mantel Test,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,0.047,0.14,NA,FALSE,NA,NA,FALSE,FALSE,TRUE,FALSE,,Calculated SR from Table 2,,,,
7,10.3354/meps10631 ,Connectivity patterns among coral reef systems in the southern Gulf of Mexico ,Sanvicente-Anorve L,Universidad Nacional Autonoma de Mexico ,Marine Ecology Progress Series,2014,DS,Mexico,Southern Gulf of Mexico,Large,5,2006-2010,Forecast,Daily spawning,Within,7,7,Daily spawning,TRUE,FALSE,NA,Reef fish,Fish,Tropical,TRUE,Marinone 2004,IBM,L,HYCOM (GoM),FALSE,4.4,Grid,30,FALSE,FALSE,RK4,21600,Fixed,Random walk,Horizontal,NA,Fixed,35,NA,NA,Fixed,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,10,TRUE,Fixed,NA,26,Coral Reef ,10,Fixed,100,NA,NA,FALSE,24 hour,1278200,FALSE,FALSE,Mantel Test,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,0.023,0.07,NA,FALSE,NA,NA,FALSE,FALSE,TRUE,FALSE,,Calculated SR from Table 3,,,,
7,10.3354/meps10631 ,Connectivity patterns among coral reef systems in the southern Gulf of Mexico ,Sanvicente-Anorve L,Universidad Nacional Autonoma de Mexico ,Marine Ecology Progress Series,2014,DS,Mexico,Southern Gulf of Mexico,Large,5,2006-2010,Forecast,Daily spawning,Within,7,7,Daily spawning,TRUE,FALSE,NA,Reef fish,Fish,Tropical,TRUE,Marinone 2004,IBM,L,HYCOM (GoM),FALSE,4.4,Grid,30,FALSE,FALSE,RK4,21600,Fixed,Random walk,Horizontal,NA,Fixed,35,NA,NA,Fixed,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,10,TRUE,Fixed,NA,0,Coral Reef ,10,Fixed,100,NA,NA,FALSE,24 hour,1278200,FALSE,FALSE,Mantel Test,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,0.893,0.944,NA,FALSE,NA,NA,FALSE,FALSE,TRUE,FALSE,,Calculated SR from Table 4,,,,
8,10.1016/j.ecss.2015.01.010,"Connectivity patterns of coastal fishes following different dispersal scenarios across a transboundary marine protected area (Bonifacio strait, NW Mediterranean)",Koeck B,Universite de Corse Pacquale Paoli,"Estuarine, Coastal and Shelf Science",2015,MP,Corsica,Strait of Bonifacio,Small,1,2012,Forecast,April-September,Within,7,19,Weekly,TRUE,FALSE,NA,Reef fish,Fish,Temperate,FALSE,Ichthyop 3.2,IBM,L,CORSE-400 (MARS-3D),FALSE,0.4,Grid,30,FALSE,TRUE,RK4,NA,Fixed,NA,NA,NA,Fixed,35,NA,NA,Variable,NA,0,10,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,Coast,20,Fixed,80000,NA,NA,FALSE,Weekly,1800000,FALSE,FALSE,GLMM,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,FALSE,NA,NA,NA,TRUE,0.012,NA,FALSE,FALSE,TRUE,FALSE,,Calculated Success from Table 2 & Table 5,,,,
8,10.1016/j.ecss.2015.01.010,"Connectivity patterns of coastal fishes following different dispersal scenarios across a transboundary marine protected area (Bonifacio strait, NW Mediterranean)",Koeck B,Universite de Corse Pacquale Paoli,"Estuarine, Coastal and Shelf Science",2015,MP,Corsica,Strait of Bonifacio,Small,1,2012,Forecast,April-September,Within,7,19,Weekly,TRUE,FALSE,NA,Reef fish,Fish,Temperate,FALSE,Ichthyop 3.2,IBM,L,CORSE-400 (MARS-3D),FALSE,0.4,Grid,30,FALSE,TRUE,RK4,NA,Fixed,NA,NA,NA,Fixed,25,NA,NA,Variable,NA,0,10,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,Coast,20,Fixed,80000,NA,NA,FALSE,Weekly,1800000,FALSE,FALSE,GLMM,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,FALSE,NA,NA,NA,TRUE,0.056,NA,FALSE,FALSE,TRUE,FALSE,,Calculated Success from Table 2 & Table 6,,,,
8,10.1016/j.ecss.2015.01.010,"Connectivity patterns of coastal fishes following different dispersal scenarios across a transboundary marine protected area (Bonifacio strait, NW Mediterranean)",Koeck B,Universite de Corse Pacquale Paoli,"Estuarine, Coastal and Shelf Science",2015,MP,Corsica,Strait of Bonifacio,Small,1,2012,Forecast,April-September,Within,7,19,Weekly,TRUE,FALSE,NA,Reef fish,Fish,Temperate,FALSE,Ichthyop 3.2,IBM,L,CORSE-400 (MARS-3D),FALSE,0.4,Grid,30,FALSE,TRUE,RK4,NA,Fixed,NA,NA,NA,Fixed,17,NA,NA,Variable,NA,0,10,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,Coast,20,Fixed,80000,NA,NA,FALSE,Weekly,1800000,FALSE,FALSE,GLMM,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,FALSE,NA,NA,NA,TRUE,0.08,NA,FALSE,FALSE,TRUE,FALSE,,Calculated Success from Table 2 & Table 7,,,,
8,10.1016/j.ecss.2015.01.010,"Connectivity patterns of coastal fishes following different dispersal scenarios across a transboundary marine protected area (Bonifacio strait, NW Mediterranean)",Koeck B,Universite de Corse Pacquale Paoli,"Estuarine, Coastal and Shelf Science",2015,MP,Corsica,Strait of Bonifacio,Small,1,2012,Forecast,April-September,Within,7,19,Weekly,TRUE,FALSE,NA,Reef fish,Fish,Temperate,FALSE,Ichthyop 3.2,IBM,L,CORSE-400 (MARS-3D),FALSE,0.4,Grid,30,FALSE,TRUE,RK4,NA,Fixed,NA,NA,NA,Fixed,35,NA,NA,Variable,NA,10,30,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,Coast,20,Fixed,80000,NA,NA,FALSE,Weekly,1800000,FALSE,FALSE,GLMM,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,FALSE,NA,NA,NA,TRUE,0.017,NA,FALSE,FALSE,TRUE,FALSE,,Calculated Success from Table 2 & Table 8,,,,
8,10.1016/j.ecss.2015.01.010,"Connectivity patterns of coastal fishes following different dispersal scenarios across a transboundary marine protected area (Bonifacio strait, NW Mediterranean)",Koeck B,Universite de Corse Pacquale Paoli,"Estuarine, Coastal and Shelf Science",2015,MP,Corsica,Strait of Bonifacio,Small,1,2012,Forecast,April-September,Within,7,19,Weekly,TRUE,FALSE,NA,Reef fish,Fish,Temperate,FALSE,Ichthyop 3.2,IBM,L,CORSE-400 (MARS-3D),FALSE,0.4,Grid,30,FALSE,TRUE,RK4,NA,Fixed,NA,NA,NA,Fixed,25,NA,NA,Variable,NA,10,30,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,Coast,20,Fixed,80000,NA,NA,FALSE,Weekly,1800000,FALSE,FALSE,GLMM,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,FALSE,NA,NA,NA,TRUE,0.049,NA,FALSE,FALSE,TRUE,FALSE,,Calculated Success from Table 2 & Table 9,,,,
8,10.1016/j.ecss.2015.01.010,"Connectivity patterns of coastal fishes following different dispersal scenarios across a transboundary marine protected area (Bonifacio strait, NW Mediterranean)",Koeck B,Universite de Corse Pacquale Paoli,"Estuarine, Coastal and Shelf Science",2015,MP,Corsica,Strait of Bonifacio,Small,1,2012,Forecast,April-September,Within,7,19,Weekly,TRUE,FALSE,NA,Reef fish,Fish,Temperate,FALSE,Ichthyop 3.2,IBM,L,CORSE-400 (MARS-3D),FALSE,0.4,Grid,30,FALSE,TRUE,RK4,NA,Fixed,NA,NA,NA,Fixed,17,NA,NA,Variable,NA,10,30,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,Coast,20,Fixed,80000,NA,NA,FALSE,Weekly,1800000,FALSE,FALSE,GLMM,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,FALSE,NA,NA,NA,TRUE,0.081,NA,FALSE,FALSE,TRUE,FALSE,,Calculated Success from Table 2 & Table 10,,,,
8,10.1016/j.ecss.2015.01.010,"Connectivity patterns of coastal fishes following different dispersal scenarios across a transboundary marine protected area (Bonifacio strait, NW Mediterranean)",Koeck B,Universite de Corse Pacquale Paoli,"Estuarine, Coastal and Shelf Science",2015,MP,Corsica,Strait of Bonifacio,Small,1,2012,Forecast,April-September,Within,7,19,Daily,FALSE,FALSE,Sparidae,Bream,Fish,Temperate,FALSE,Ichthyop 3.2,IBM,L,CORSE-400 (MARS-3D),FALSE,0.4,Grid,30,FALSE,TRUE,RK4,NA,Fixed,NA,NA,NA,Fixed,35,NA,NA,Variable,NA,0,15,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,Coast,20,Fixed,100000,NA,NA,FALSE,Daily,3100000,FALSE,FALSE,GLMM,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,FALSE,NA,NA,NA,TRUE,0.032,NA,FALSE,FALSE,TRUE,FALSE,,Calculated Success from Table 2 & Table 11,,,,
8,10.1016/j.ecss.2015.01.010,"Connectivity patterns of coastal fishes following different dispersal scenarios across a transboundary marine protected area (Bonifacio strait, NW Mediterranean)",Koeck B,Universite de Corse Pacquale Paoli,"Estuarine, Coastal and Shelf Science",2015,MP,Corsica,Strait of Bonifacio,Small,1,2012,Forecast,April-September,Within,7,19,Daily,FALSE,FALSE,Sparidae,Bream,Fish,Temperate,FALSE,Ichthyop 3.2,IBM,L,CORSE-400 (MARS-3D),FALSE,0.4,Grid,30,FALSE,TRUE,RK4,NA,Fixed,NA,NA,NA,Fixed,25,NA,NA,Variable,NA,0,15,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,Coast,20,Fixed,100000,NA,NA,FALSE,Daily,3100000,FALSE,FALSE,GLMM,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,FALSE,NA,NA,NA,TRUE,0.062,NA,FALSE,FALSE,TRUE,FALSE,,Calculated Success from Table 2 & Table 12,,,,
8,10.1016/j.ecss.2015.01.010,"Connectivity patterns of coastal fishes following different dispersal scenarios across a transboundary marine protected area (Bonifacio strait, NW Mediterranean)",Koeck B,Universite de Corse Pacquale Paoli,"Estuarine, Coastal and Shelf Science",2015,MP,Corsica,Strait of Bonifacio,Small,1,2012,Forecast,April-September,Within,7,19,Daily,FALSE,FALSE,Sparidae,Bream,Fish,Temperate,FALSE,Ichthyop 3.2,IBM,L,CORSE-400 (MARS-3D),FALSE,0.4,Grid,30,FALSE,TRUE,RK4,NA,Fixed,NA,NA,NA,Fixed,17,NA,NA,Variable,NA,0,15,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,Coast,20,Fixed,100000,NA,NA,FALSE,Daily,3100000,FALSE,FALSE,GLMM,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,FALSE,NA,NA,NA,TRUE,0.14,NA,FALSE,FALSE,TRUE,FALSE,,Calculated Success from Table 2 & Table 13,,,,
8,10.1016/j.ecss.2015.01.010,"Connectivity patterns of coastal fishes following different dispersal scenarios across a transboundary marine protected area (Bonifacio strait, NW Mediterranean)",Koeck B,Universite de Corse Pacquale Paoli,"Estuarine, Coastal and Shelf Science",2015,MP,Corsica,Strait of Bonifacio,Small,1,2012,Forecast,April-September,Within,9,19,Daily,FALSE,FALSE,Labridae,Wrasse,Fish,Temperate,FALSE,Ichthyop 3.2,IBM,L,CORSE-400 (MARS-3D),FALSE,0.4,Grid,30,FALSE,TRUE,RK4,NA,Fixed,NA,NA,NA,Fixed,35,NA,NA,Variable,NA,0,15,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,Coast,20,Fixed,100000,NA,NA,FALSE,Daily,3100000,FALSE,FALSE,GLMM,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,FALSE,NA,NA,NA,TRUE,0.08,NA,FALSE,FALSE,TRUE,FALSE,,Calculated Success from Table 2 & Table 14,,,,
8,10.1016/j.ecss.2015.01.010,"Connectivity patterns of coastal fishes following different dispersal scenarios across a transboundary marine protected area (Bonifacio strait, NW Mediterranean)",Koeck B,Universite de Corse Pacquale Paoli,"Estuarine, Coastal and Shelf Science",2015,MP,Corsica,Strait of Bonifacio,Small,1,2012,Forecast,April-September,Within,9,19,Daily,FALSE,FALSE,Labridae,Wrasse,Fish,Temperate,FALSE,Ichthyop 3.2,IBM,L,CORSE-400 (MARS-3D),FALSE,0.4,Grid,30,FALSE,TRUE,RK4,NA,Fixed,NA,NA,NA,Fixed,25,NA,NA,Variable,NA,0,15,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,Coast,20,Fixed,100000,NA,NA,FALSE,Daily,3100000,FALSE,FALSE,GLMM,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,FALSE,NA,NA,NA,TRUE,0.16,NA,FALSE,FALSE,TRUE,FALSE,,Calculated Success from Table 2 & Table 15,,,,
8,10.1016/j.ecss.2015.01.010,"Connectivity patterns of coastal fishes following different dispersal scenarios across a transboundary marine protected area (Bonifacio strait, NW Mediterranean)",Koeck B,Universite de Corse Pacquale Paoli,"Estuarine, Coastal and Shelf Science",2015,MP,Corsica,Strait of Bonifacio,Small,1,2012,Forecast,April-September,Within,9,19,Daily,FALSE,FALSE,Labridae,Wrasse,Fish,Temperate,FALSE,Ichthyop 3.2,IBM,L,CORSE-400 (MARS-3D),FALSE,0.4,Grid,30,FALSE,TRUE,RK4,NA,Fixed,NA,NA,NA,Fixed,17,NA,NA,Variable,NA,0,15,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,Coast,20,Fixed,100000,NA,NA,FALSE,Daily,3100000,FALSE,FALSE,GLMM,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,FALSE,NA,NA,NA,TRUE,0.25,NA,FALSE,FALSE,TRUE,FALSE,,Calculated Success from Table 2 & Table 16,,,,
